"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC572558|572558",48.6492782315565,3.23872749595924,0.555588870918739,5.82935991968951,5.56403805961048e-09,1.8173657194365e-07
"C2orf88|84281",792.883396010038,2.18158102504585,0.374343783822011,5.82774743251281,5.61805171520935e-09,1.83190312358375e-07
"AFP|174",374.866777263874,3.24765893636247,0.55761990553613,5.82414455459578,5.74058735059064e-09,1.86725325472183e-07
"SH3BGRL2|83699",3636.25897302935,2.18463256838883,0.375109146301649,5.82399173661317,5.74584183514112e-09,1.86725325472183e-07
"CSMD2|114784",134.543024373294,-2.51193506150935,0.431395440571483,-5.82281319010167,5.78652238847661e-09,1.87730762539281e-07
"SCG2|7857",185.364680360653,-2.51596514445988,0.432179553800297,-5.82157374715248,5.8296071873766e-09,1.88810689257033e-07
"ASCL1|429",82.2274287539268,-3.03188746966845,0.52095729377423,-5.81983879657974,5.89044106193328e-09,1.90460888765967e-07
"NKX2-2|4821",47.5913917409476,-3.41722690416003,0.587883116571562,-5.81276585061455,6.14489851226608e-09,1.98355677101976e-07
"GPX2|2877",249.919515630821,2.5784692199196,0.44447376452737,5.80117304035123,6.58525990407967e-09,2.12214955872106e-07
"NTS|4922",343.621641446936,2.81136683722963,0.485290630959787,5.79316116544313,6.90737640634133e-09,2.22223790862444e-07
"PPARG|5468",4895.38694838686,2.60549210895488,0.45004402006081,5.78941613001062,7.0631513781045e-09,2.26856650345753e-07
"ANGPTL1|9068",1103.45293991222,2.30135390520647,0.397720420079512,5.7863609435653,7.19275761245668e-09,2.30251880315038e-07
"CILP2|148113",401.551689489461,-2.44346582321414,0.42227571310464,-5.78642282135853,7.19010984963591e-09,2.30251880315038e-07
"MUC2|4583",204.168382691995,-2.82561898276831,0.488360287815009,-5.7859311112509,7.21117640903249e-09,2.30458674259478e-07
"CAPN11|11131",285.833661019572,2.26386467810205,0.391354843880309,5.78468546768369,7.26481307491748e-09,2.31788431733005e-07
"SLAMF8|56833",888.875141421809,-2.19201288394892,0.37899022467596,-5.78382433431656,7.30211956165491e-09,2.32593629872152e-07
"LRP1B|53353",413.624611572949,2.35303531983436,0.406879554828734,5.78312498602888,7.33255413301076e-09,2.33177641414604e-07
"PCDH19|57526",769.721360667494,2.17681947937419,0.376497243443166,5.78176737621399,7.39198779232668e-09,2.3468039002624e-07
"AVPR2|554",262.556740358355,2.33836414907036,0.404645702031277,5.77879398528646,7.52379852863372e-09,2.38472239219244e-07
"KLK3|354",184.922563169291,2.68587259427001,0.464942424511991,5.77678536668091,7.61413130648842e-09,2.40939120537501e-07
"DPP6|1804",150.912299618025,2.74488072903233,0.475375534580243,5.77413124858448,7.73511273882348e-09,2.44366159983389e-07
"TMEM145|284339",72.3551881102758,-2.72139562296479,0.471409359432918,-5.77289264311276,7.79220922541041e-09,2.4576704416184e-07
"NRXN1|9378",270.801538214081,2.62050881865269,0.454147245540324,5.77017441894848,7.91895249839478e-09,2.49356427445369e-07
"ANKRD35|148741",424.219223939852,2.20326775595212,0.38237634634738,5.76203987772429,8.31033561361002e-09,2.612536339476e-07
"PAFAH1B3|5050",1670.79085364386,-2.21724115767406,0.385056552943278,-5.75822211237808,8.50044597448225e-09,2.6674128615232e-07
"PI3|5266",286.566535410508,2.76612738474757,0.480398813119095,5.75798130471613,8.51257801793768e-09,2.6674128615232e-07
"LTB|4050",331.582963362726,-2.23712875344258,0.38855144186561,-5.75761279562139,8.53117633960152e-09,2.66890096169579e-07
"C8orf34|116328",156.624266186638,2.35965143439998,0.409900390068019,5.75664598418268,8.58015842031432e-09,2.67987411536268e-07
"MAOB|4129",10441.4666448952,2.23969470273325,0.389265060958344,5.75364944703559,8.73371686251954e-09,2.72342164494521e-07
"PALMD|54873",8396.37464939745,2.20020571661134,0.382483218115052,5.75242419119553,8.79727212751229e-09,2.73880825798529e-07
"MYH1|4619",411.48048688747,2.49566902284791,0.43475767781791,5.74036791109454,9.44710831651058e-09,2.93637458657218e-07
"IL33|90865",3947.98313795616,2.17630388051355,0.379532217139082,5.7341742867537,9.79885318149229e-09,3.04080031659481e-07
"LEPR|3953",4601.43396798721,2.2005614748385,0.384167760348168,5.72812636032796,1.01545918831635e-08,3.14612765563416e-07
"SPOCD1|90853",212.773327150336,-2.30382114936174,0.40245604447264,-5.7244043939769,1.03797239889251e-08,3.21071686983269e-07
"FOXP3|50943",209.384569613146,-2.26644859234576,0.396188324809277,-5.72063448219182,1.06126988432886e-08,3.27752114437524e-07
"NFIB|4781",19482.1655199709,2.12305891079902,0.37152472153253,5.71444856224224,1.10060332725898e-08,3.39355627513725e-07
"FAM70A|55026",651.534715433858,2.29249058151702,0.401441048582221,5.71065313229293,1.1254341934776e-08,3.46457545407456e-07
"HOXA3|3200",479.601430811025,2.25072704345826,0.394273376999302,5.70854431153296,1.13946514024788e-08,3.50217427714782e-07
"TMEM100|55273",1615.93011987321,2.51366052640222,0.440376991332693,5.70797424905247,1.14328711983219e-08,3.50832580991817e-07
"CSAG2|728461",35.3225285827874,-3.64392137317507,0.63848754560678,-5.70711425500416,1.14907652678143e-08,3.52048549246502e-07
"FABP12|646486",50.5001315482136,3.4802943631805,0.610153343067229,5.70396672037415,1.17050939789888e-08,3.58045819157291e-07
"CNIH2|254263",138.555526292356,-2.51874615684668,0.442383451436276,-5.69358132332737,1.24401920694048e-08,3.7932743887579e-07
"KL|9365",543.255852415379,2.22430246508818,0.390665551215328,5.69362324926926,1.24371361806028e-08,3.7932743887579e-07
"PFKFB3|5209",23984.1747837764,2.35991693902408,0.414651970513854,5.69131972555098,1.2606120446943e-08,3.83779695312858e-07
"RASSF9|9182",292.012486666911,2.21766631090908,0.389973268661911,5.68671365224188,1.29507335972989e-08,3.93649191093924e-07
"GPR84|53831",94.3683114304476,-2.43698972510175,0.429581873899851,-5.67293424878045,1.40372117604524e-08,4.26001744623116e-07
"MAPK10|5602",1421.77060052746,2.21166045716198,0.389927295647272,5.67198162798698,1.41155117734556e-08,4.27704445575886e-07
"EDAR|10913",67.8541059126119,2.7150915057882,0.479285551161494,5.66487243191138,1.47133957475858e-08,4.45120642781359e-07
"NR0B1|190",17.0582344101601,3.78596173694201,0.668784653686055,5.66095785253954,1.50530398293357e-08,4.54682022807411e-07
"NR3C2|4306",1821.08958437641,2.24452467166991,0.396912712729448,5.6549578778543,1.55884497444772e-08,4.70117394406605e-07
"NRN1|51299",2913.62348907254,2.38087275956407,0.421518967050613,5.6483170288235,1.6202617561336e-08,4.8787600472579e-07
"FAM54A|113115",128.72091541347,-2.4163803403046,0.427988923053432,-5.64589457845134,1.64324520962977e-08,4.94024624567477e-07
"ANGPTL4|51129",3069.63967335253,2.19992605966977,0.390548491051679,5.63291399166787,1.77189838339777e-08,5.31873111315551e-07
"CDC14B|8555",2164.57051192381,2.07882451426125,0.369255725427745,5.62976921171132,1.80450912890478e-08,5.40819524465382e-07
"KCNF1|3754",229.248742617192,-2.34612081211041,0.416877469878491,-5.6278426675211,1.82477409944676e-08,5.46043814758363e-07
"ABLIM3|22885",5832.81388671197,2.07111448676701,0.368400631512837,5.62190807942424,1.88859753764438e-08,5.64266095316973e-07
"DARC|2532",5647.04602141869,2.20394899332281,0.392324096791802,5.61767429363994,1.93544900456661e-08,5.77369005681163e-07
"NXPH3|11248",684.245235354327,2.124961644122,0.37860350989009,5.6126305980071,1.99273707059604e-08,5.93539970439819e-07
"RSPO1|284654",214.049052744543,2.23827721173757,0.398817812366554,5.61227994922244,1.99678049629691e-08,5.93826496051507e-07
"EPHB1|2047",1165.45755375408,2.11050187267447,0.376074527568,5.61192454677181,2.00088686562498e-08,5.94130828774408e-07
"CLIP4|79745",2918.0424445166,2.17822686793625,0.389342067148765,5.59463528790472,2.21086018338381e-08,6.55469024522913e-07
"FCGR1B|2210",255.529816235663,-2.18461924616113,0.390694426251308,-5.59163146278393,2.24945881463371e-08,6.65888184589956e-07
"AQP7P3|441432",170.545743407787,3.15455172368587,0.564931369954444,5.5839556651638,2.35108663717478e-08,6.94904763573547e-07
"ODAM|54959",35.5251464932398,2.98930033637255,0.535432639937151,5.58296247446445,2.36455778836003e-08,6.97816127710354e-07
"C13orf36|400120",33.6101606094103,3.34081798720604,0.598445324756349,5.58249492310131,2.37092533170696e-08,6.98625413873467e-07
"COL5A1|1289",16111.527820263,-2.15263629288182,0.385954477233148,-5.5774357336486,2.44089915930544e-08,7.1814607174008e-07
"KIF11|3832",1929.5185214872,-2.10659434686217,0.378023911157598,-5.57264840843344,2.50895597729562e-08,7.37044064610731e-07
"RAD51|5888",330.087315224061,-2.24702434894789,0.403451063101922,-5.56950905438619,2.5545811533855e-08,7.49304922479328e-07
"CCNA2|890",756.235621303819,-2.21373281619627,0.397548089658652,-5.56846548576566,2.56992519685958e-08,7.52660007122812e-07
"KCNA6|3742",193.501712970025,2.23643945461479,0.401764772772491,5.56653944342012,2.59847983788426e-08,7.59868056993438e-07
"ZNF204P|7754",1144.66356700134,2.18066619107423,0.391946261486013,5.56368667175577,2.64134026338956e-08,7.7123133660273e-07
"PRSS12|8492",268.908132529675,2.20160142670153,0.395892563797863,5.5611083107528,2.68066755363698e-08,7.81530172861396e-07
"XDH|7498",2141.59727807985,2.46567670690049,0.443456176188081,5.56013612911039,2.69564309382687e-08,7.84709034156156e-07
"NPTX2|4885",315.209198416847,-2.63570563267083,0.474537489614017,-5.55426218235082,2.7878677847106e-08,8.10331826231644e-07
"NEUROG2|63973",62.1453474232283,2.58869151544044,0.466495823364175,5.54922763674896,2.86934377589117e-08,8.32757890138534e-07
"ZWINT|11130",1225.06465961176,-2.05544949511504,0.370540143255375,-5.54717088695686,2.90328954014976e-08,8.41342747792873e-07
"DGAT2|84649",18631.9963683612,2.66193671100285,0.480316712840973,5.54204473806055,2.98959895905715e-08,8.65053476576433e-07
"GNAL|2774",860.787798372446,2.06594878617884,0.373064083909315,5.53778526340539,3.0632051074991e-08,8.85022872962746e-07
"DPEP1|1800",45.1175509434596,-2.68202601664322,0.484357573345216,-5.53728518813035,3.07196115732641e-08,8.86224003934688e-07
"DMGDH|29958",432.449408692181,2.3061466550236,0.41685492633298,5.53225237209135,3.1614458534396e-08,9.09316761815442e-07
"FGFBP1|9982",359.697337183383,2.66657234857448,0.482000697507399,5.53229977127481,3.16059140588133e-08,9.09316761815442e-07
"GRIA1|2890",1225.61877830436,2.20033063628522,0.397839239804757,5.53070289739406,3.18950138760035e-08,9.16019094492493e-07
"DPT|1805",13517.9745139071,2.25580448058403,0.40817602098338,5.52654826500914,3.26592442562526e-08,9.36571869140244e-07
"PLAGL1|5325",2099.56983434803,2.12231355955445,0.384124392401634,5.52506844536807,3.29357187047608e-08,9.43096931886248e-07
"C16orf89|146556",2026.85060340052,2.09287886850292,0.379336558433282,5.51720845770003,3.44426799973873e-08,9.8345581353886e-07
"UBD|10537",1224.03940265921,-2.0579306936445,0.373003735857847,-5.51718520703712,3.44472354386763e-08,9.8345581353886e-07
"ABCA6|23460",2180.21116477255,2.24996908084977,0.40804774997858,5.51398477498744,3.50798959495754e-08,1.00003650124892e-06
"SDC1|6382",14457.7188583339,-2.01181958997434,0.364965818111304,-5.51235071926871,3.5407247131717e-08,1.0078774881467e-06
"LOC400696|400696",25.3632364695613,-3.000750665321,0.545496544503641,-5.5009526559906,3.77744640738857e-08,1.0736750695691e-06
"NCAM1|4684",819.034889803847,2.12486361272821,0.386433808640566,5.49864832014378,3.82713551056688e-08,1.08619629490625e-06
"FCGR1A|2209",459.682721129459,-2.132607924554,0.388056895276931,-5.49560631574939,3.89370277426941e-08,1.10346391416097e-06
"NCAPG|64151",866.363328957695,-2.24030632815855,0.40780595785873,-5.49355958388088,3.9391212011328e-08,1.1146961037743e-06
"CDH19|28513",51.5492982533861,2.64704546996874,0.482012453866661,5.49165368806216,3.98187602899137e-08,1.12514271194564e-06
"TUBA3E|112714",164.952596629859,-2.87889339369422,0.524389269466156,-5.48999295242067,4.01949780514419e-08,1.13411042756857e-06
"FREM1|158326",1001.76282711175,2.21236788566789,0.403262012849128,5.48617974214099,4.10718997245526e-08,1.15715874209335e-06
"MUC5B|727897",3063.43639553487,-2.13749642198786,0.389796363125866,-5.48362330742848,4.16701586423615e-08,1.17230018568897e-06
"CHRNA6|8973",28.0496251504772,-3.38859809238124,0.618191370473663,-5.48147103668701,4.21803785323181e-08,1.18492430713747e-06
"AQP4|361",107.639509802298,2.32106719850994,0.423559962433786,5.47990226737445,4.25560841134238e-08,1.1937384235077e-06
"EBF1|1879",4834.33860378091,2.41765819852994,0.442173736905213,5.46766575385323,4.56000723782508e-08,1.2772659808158e-06
"RXRG|6258",72.6093919280451,2.84247420028212,0.520185977898688,5.46434221807439,4.64626431480004e-08,1.29953787533398e-06
"CRIP1|1396",6906.52530178891,-2.0393453740036,0.373469858465805,-5.4605353759501,4.74700885481138e-08,1.32579141508797e-06
"HN1|51155",3487.93836212322,-2.04249934691929,0.374103227015018,-5.45972127323374,4.76882653791881e-08,1.32995739815099e-06
"ROBO2|6092",857.550334294029,-2.94215307687678,0.538918146223073,-5.45936910363181,4.77829465741027e-08,1.33067220148776e-06
"LOC100124692|100124692",272.380669643239,2.24985039405131,0.412207219897715,5.45805673808816,4.8137384930508e-08,1.33860829003726e-06
"PROX1|5629",236.763611327584,2.37233607334227,0.434993858915856,5.4537231381953,4.93259809408624e-08,1.36968440736507e-06
"PRRG3|79057",42.7411226102768,2.83738801333624,0.520426055027366,5.45204834755446,4.97929133658652e-08,1.3806607675879e-06
"RSPO3|84870",1110.17547846566,2.33547929991673,0.428509344757811,5.45024123391454,5.03015426987461e-08,1.39276009963726e-06
"SLC35F3|148641",553.357817548123,2.07845003201708,0.381371483280768,5.44993562218418,5.03880564020841e-08,1.39315385211559e-06
"SIK2|23235",8683.17517748087,2.12747240861413,0.390632961611711,5.44621836272189,5.14519665649165e-08,1.42053130039041e-06
"PRC1|9055",2227.62795405051,-2.33628935747528,0.429307267011639,-5.44199816075311,5.26862197285967e-08,1.4525266672243e-06
"SV2B|9899",512.563371092192,2.17780729107777,0.400326285112493,5.44008068434926,5.32564463231212e-08,1.46614996727553e-06
"NPY1R|4886",16610.0247070553,2.07393455087728,0.381396083846862,5.43774474545995,5.39592018867262e-08,1.4833777169174e-06
"CTTNBP2|83992",639.055062732139,2.25941285718527,0.415756464956466,5.43446235387308,5.49618989374421e-08,1.50879024846645e-06
"PSD2|84249",129.651567965927,2.33795355327021,0.430270807001807,5.43367924391951,5.52037761769668e-08,1.51327449602607e-06
"KLK2|3817",98.1273179724153,2.92232276955446,0.538215710712063,5.42964969507897,5.64647741554016e-08,1.54564298685901e-06
"NRG2|9542",321.284979971569,2.34249941118213,0.431474871943876,5.42905175596605,5.66542542372674e-08,1.54862997646295e-06
"GTSE1|51512",515.851729187919,-2.2879727853372,0.421664564448968,-5.42604946737019,5.76149974976233e-08,1.57266093027861e-06
"SPOCK3|50859",48.256520445669,2.85596365743729,0.526826314676494,5.42107252024994,5.92425189561586e-08,1.61479856125054e-06
"EPHB6|2051",751.599853127107,2.03457326147867,0.375586999580466,5.41704921563128,6.05906666898352e-08,1.64921290646866e-06
"C16orf75|116028",453.913067191703,-2.08267536268689,0.384506972700439,-5.41648269226436,6.07828714401846e-08,1.65211102330578e-06
"CCNB1|891",2086.69220933952,-2.08753124790343,0.385535547061756,-5.41462716943463,6.14165408918789e-08,1.66463876164191e-06
"ISM1|140862",2724.02768241689,1.98889846079051,0.36730628568924,5.41482282846968,6.13494217437296e-08,1.66463876164191e-06
"C10orf116|10974",12492.6115118161,2.13944430888509,0.395157161174505,5.41416053938167,6.15769016191177e-08,1.66664111109834e-06
"FAM180B|399888",79.2802785447319,2.54874927331503,0.47084191549811,5.41317412367306,6.19172266865958e-08,1.6735019291408e-06
"OIP5|11339",152.000252023035,-2.28160973687138,0.421635785193606,-5.41132849011788,6.25588933829328e-08,1.68847679885504e-06
"SH3D19|152503",12366.6479609555,2.01731499378153,0.372836188144917,5.41072743989493,6.27692462223824e-08,1.69178481671543e-06
"POLQ|10721",307.450959612263,-2.24352841243487,0.414761800323623,-5.4091973047767,6.3307853585419e-08,1.70391850062096e-06
"ADAM8|101",747.327297074324,-2.14975710782858,0.397532556874279,-5.40775106504912,6.38210441970053e-08,1.71533520602579e-06
"CYP4F22|126410",792.679790097199,2.30293700050257,0.426018580090046,5.40571962850965,6.45487006135406e-08,1.73247633638376e-06
"C8orf85|441376",4817.71687970674,-1.98638803298604,0.367616307393932,-5.40342741340214,6.53794198157557e-08,1.7523321269394e-06
"CXCL3|2921",57.5904586669742,2.51056503165223,0.464753927807005,5.40192321450325,6.593017331057e-08,1.76463940259444e-06
"SAA4|6291",263.387397580608,2.56571555923948,0.475329458068272,5.39776257433421,6.74770793345863e-08,1.80353785833122e-06
"OLR1|4973",1132.78449156637,-2.22346712395532,0.412063065988334,-5.39593889256327,6.81661452061633e-08,1.81943183416617e-06
"CLDN3|1365",2404.84244219217,-1.99926071294417,0.370709717460223,-5.39306260068213,6.92668070361637e-08,1.84625261188646e-06
"C17orf103|256302",2795.10339429459,2.02630961691816,0.375836436619158,5.39146665806503,6.98849273317368e-08,1.86015529642251e-06
"LAMA3|3909",10133.5857002164,2.17837556403239,0.404090370053827,5.39081286134637,7.01396874083466e-08,1.86436126351207e-06
"VSIG2|23584",600.747332707021,2.46347967821969,0.457361890303324,5.38628104013193,7.19304614811774e-08,1.90932771791153e-06
"SEMA6D|80031",2492.41117746986,2.09582887020099,0.389212250990056,5.38479676544029,7.25265496843421e-08,1.92250225442498e-06
"MS4A8B|83661",75.8680596276605,-3.02338977769689,0.561735259363843,-5.38223251486979,7.35676500440669e-08,1.9474205824165e-06
"SLC16A2|6567",2584.98158061645,1.97429619276338,0.367404080965139,5.37363707985245,7.7164092201251e-08,2.03982060467806e-06
"GINS1|9837",620.259118607412,-2.03951617179204,0.379625803686585,-5.37243820621805,7.76790535642785e-08,2.05062060443454e-06
"GPRIN1|114787",248.555334618688,-2.18816110736149,0.407363927862333,-5.37151416141336,7.80782352624329e-08,2.05833881223303e-06
"CENPE|1062",779.01695479923,-2.1388222462275,0.398334163934,-5.36941703695264,7.89915643957995e-08,2.07673456680962e-06
"TCEAL5|340543",157.335227010246,2.33146844199047,0.434212268099532,5.36942093367118,7.89898577603031e-08,2.07673456680962e-06
"CELSR3|1951",524.227949406552,-2.02624810687145,0.377598486634321,-5.36614467110865,8.04374314650541e-08,2.11186613319218e-06
"CCDC152|100129792",8880.39864669361,1.99526217049683,0.371886789914754,5.3652407792011,8.08413045663611e-08,2.11958201401135e-06
"SCD|6319",156587.591681465,2.37859017432828,0.444284033947929,5.35376019073207,8.61450135405758e-08,2.25557140752777e-06
"FGF9|2254",55.2899984354409,2.53731329441758,0.474541964020683,5.34686811029212,8.94891754674945e-08,2.33995373193227e-06
"COL3A1|1281",198739.974947923,-2.09106306520075,0.39137859287779,-5.34281410187832,9.15146033574108e-08,2.3896719800822e-06
"IL22RA1|58985",96.5513651786999,2.41094247192595,0.452178430650106,5.33183873556218,9.7223260656447e-08,2.53187764339242e-06
"IL6|3569",1217.59353043293,2.44423970904786,0.458406426621631,5.33203630468588,9.71175158286274e-08,2.53187764339242e-06
"CYP1A1|1543",285.008737645778,2.3373061028122,0.438520902132393,5.32997649928793,9.82254763253978e-08,2.55452517444904e-06
"FCN2|2220",78.1320053748491,2.39012429243675,0.448538220012296,5.32869705589689,9.89198333281389e-08,2.56911604860723e-06
"CAT|847",16369.3783387836,2.03563766033622,0.382164694765519,5.32659789933032,1.00069355139024e-07,2.59547313981713e-06
"ITPRIPL1|150771",269.900645174798,2.07921797938196,0.390769353812883,5.32083173640473,1.03293907724627e-07,2.67550658032431e-06
"IRX6|79190",413.820965401084,2.61213652488489,0.490998400907078,5.32005098195674,1.03738177714923e-07,2.67981021815587e-06
"WASF3|10810",2187.22391710944,2.17321056527073,0.408493145623356,5.32006617137833,1.03729516917378e-07,2.67981021815587e-06
"CALML3|810",988.076720795102,2.51874516039206,0.473799191273781,5.31606048887623,1.06037912272537e-07,2.73555101392778e-06
"DMRTA1|63951",92.2049630980143,2.45024980941128,0.461036175655981,5.31465845586839,1.068575618365e-07,2.7493352124849e-06
"SHCBP1|79801",567.705365372359,-2.10817199321299,0.396661097134276,-5.31479393478142,1.06778091965766e-07,2.7493352124849e-06
"DBNDD1|79007",1504.46220005714,-1.96466178615855,0.36970686542532,-5.31410685029708,1.07181716677237e-07,2.75399848278271e-06
"SRPX|8406",4363.44247329382,2.26830197518744,0.427281477309531,5.30868314131072,1.1042009942344e-07,2.83342974166327e-06
"HAS3|3038",3593.56175382486,1.96015132552413,0.369821268342882,5.30026662421902,1.15633688529981e-07,2.96326703678359e-06
"OR2B6|26212",13.9096306115812,-3.64050747158999,0.686903430719955,-5.29988249989422,1.15877230783416e-07,2.96556456099232e-06
"SPC24|147841",53.520815337601,-2.6145749222879,0.493648501230253,-5.29643038674674,1.18088326845079e-07,3.01814343054578e-06
"PCDH9|5101",466.677040731503,2.39286848851199,0.451972568788047,5.29427813490629,1.19487456981312e-07,3.04985799137334e-06
"C1orf51|148523",558.950340466917,-2.00074428450088,0.377965728407112,-5.29345423177058,1.20027291883109e-07,3.05581747544432e-06
"CEACAM6|4680",8129.13804127749,-1.94297492397208,0.36705350961557,-5.29343780422379,1.20038079441199e-07,3.05581747544432e-06
"KRT15|3866",32880.3582510462,1.97058254276693,0.373007482703855,5.28295713663056,1.27115140747976e-07,3.22745174881983e-06
"NNAT|4826",770.087544949044,2.6417940851832,0.500049410429113,5.283066093241,1.27039532672911e-07,3.22745174881983e-06
"CDC20B|166979",692.119409397142,-2.56374203270247,0.485476336772889,-5.28087949609337,1.28565231853147e-07,3.25997445137105e-06
"HOXA10|3206",780.948348901475,2.16060882985106,0.40922995795164,5.27969369756253,1.29400021021724e-07,3.27683023010465e-06
"PYCR1|5831",3229.82189994964,-2.0511497821125,0.388686603259594,-5.27713012208602,1.3122271090988e-07,3.31862580307652e-06
"POC1A|25886",385.661773065145,-2.06278885000433,0.391560048444961,-5.26812900906637,1.37821239269997e-07,3.4809346028468e-06
"L3MBTL4|91133",526.775997575516,1.99285880728474,0.37854023643807,5.26458911220863,1.4050323683407e-07,3.54402863485518e-06
"CAPS|828",1056.34189044074,-1.96540080311975,0.373358424801248,-5.26411263965986,1.40868067930445e-07,3.54759564017914e-06
"NAT8L|339983",1252.57295829652,2.65975931076774,0.505280729125545,5.26392390893435,1.41012830697796e-07,3.54759564017914e-06
"COL4A6|1288",1073.42569786062,2.54257744255699,0.48311098237741,5.26292619150336,1.41780507477039e-07,3.56225835670147e-06
"MEX3A|92312",1663.87536563051,-1.9517903219079,0.370874169517103,-5.26267527460655,1.41974206454868e-07,3.56248038097885e-06
"PPEF1|5475",98.0217798022725,-2.30368948826203,0.438396389841322,-5.25480944105369,1.48177813093522e-07,3.71330901966874e-06
"ACE2|59272",67.5346643852063,2.42993226448868,0.463160445902611,5.24641576366309,1.55086707181089e-07,3.87636307923057e-06
"CITED1|4435",524.36595721877,2.34057220205952,0.446115516282041,5.24656084945447,1.54964682334414e-07,3.87636307923057e-06
"HMGCLL1|54511",196.346883035661,2.17273496981822,0.414520189374603,5.24156609379215,1.59219425496976e-07,3.97450459682931e-06
"PTGIS|5740",4683.65896597625,1.97799125587984,0.377433834940247,5.24063047022,1.6002889394806e-07,3.98954309867148e-06
"TMPRSS4|56649",661.64400927212,-2.2623254128382,0.431810511378688,-5.23916244098605,1.61307007230487e-07,4.01621102886139e-06
"RGS10|6001",2532.73762550596,-1.92668433260357,0.367856066682919,-5.23760379970656,1.62674812539399e-07,4.0450404031571e-06
"TYMP|1890",3323.81488992063,-1.97272477217055,0.376799682909165,-5.23547354642045,1.64562394171868e-07,4.08670347691503e-06
"RDH5|5959",2227.23569429426,2.3666072059283,0.45216306174673,5.23396846435436,1.65908770956085e-07,4.11483645443336e-06
"BMX|660",361.564215033144,2.15683680914301,0.412137874547981,5.23328949446483,1.66519626402815e-07,4.12467830386716e-06
"AREG|374",1969.11030306483,2.24079547344986,0.428354093611647,5.23117557849558,1.68435430819778e-07,4.16677687718605e-06
"ANO5|203859",394.352538487088,2.00927774397304,0.384207725291588,5.22966513088234,1.69817358241318e-07,4.19410188904481e-06
"ODZ2|57451",966.81116429959,2.22244217165448,0.424982316978345,5.2294932821116,1.69975277637071e-07,4.19410188904481e-06
"NMU|10874",52.0740983646573,-2.95328970686377,0.564940777445285,-5.22760937919691,1.71715815591772e-07,4.23163105149493e-06
"ANO3|63982",320.871157513276,2.29778163996692,0.440151428236848,5.22043436090014,1.78503967056793e-07,4.39329495421643e-06
"RASL10B|91608",565.110767684457,2.17528424050612,0.416943146421982,5.21722028332501,1.81628208741133e-07,4.45879899445907e-06
"RIMS3|9783",1010.87365487831,2.0418339512392,0.391364217583289,5.21722186010697,1.81626663148556e-07,4.45879899445907e-06
"KIF15|56992",421.702529661021,-2.15063566534292,0.412279046313576,-5.21645638936297,1.82378489675345e-07,4.47152146887224e-06
"PLCZ1|89869",14.2534049592516,3.50677313108768,0.672432465087109,5.21505625198123,1.83761461540381e-07,4.49970409827787e-06
"SERPINB7|8710",66.9771325600515,-2.78697301240998,0.534538018891906,-5.21379754837151,1.8501338269572e-07,4.52461027655993e-06
"PON3|5446",327.407095538837,2.14558572632904,0.411733185507147,5.2111071000659,1.87717039742046e-07,4.5849113724575e-06
"POSTN|10631",45922.8580747319,-1.93432227931948,0.371240988877029,-5.21042217124414,1.88411406711678e-07,4.59604584650727e-06
"HIF3A|64344",827.026530774776,2.11837516949417,0.406706581687427,5.20860803556467,1.90262558674791e-07,4.63533472594424e-06
"EPHA7|2045",137.197599204354,2.18832288989045,0.42020001000495,5.2078125601774,1.91079798461235e-07,4.64936716685159e-06
"TRDN|10345",219.244994060421,2.44655192424093,0.469838665195541,5.20721708423614,1.91693786389119e-07,4.65842491488616e-06
"KCNK13|56659",200.01768700786,-2.23835500028242,0.429901254039254,-5.20667241430758,1.92257058420132e-07,4.66622893301556e-06
"TLX1|3195",30.3700734466877,-3.07576685367095,0.590901274671215,-5.20521275805733,1.93774466062136e-07,4.69714180563952e-06
"CDC6|990",657.036218460337,-2.07494993939688,0.399104986019735,-5.19900781017623,2.00355108195033e-07,4.85055689701819e-06
"GPX3|2878",35961.2914556083,2.59362232580819,0.499095989413044,5.196640287289,2.02922478311841e-07,4.90259541103969e-06
"PRKAR2B|5577",15351.5119577024,2.12475460170879,0.40887737980783,5.1965569792768,2.03013395153841e-07,4.90259541103969e-06
"PHYHIPL|84457",254.467424969291,2.03697106131295,0.392214670223966,5.19351063576939,2.06365146989265e-07,4.97730005961217e-06
"HHATL|57467",36.6799096841181,2.77838083759037,0.535049300218467,5.19275669822562,2.07202889435712e-07,4.9912586028945e-06
"RAD54L|8438",270.481999873448,-2.12409234923364,0.409174831144707,-5.1911608133161,2.08987022258397e-07,5.02795119343518e-06
"NR4A1|3164",24220.5291143605,1.89226594830863,0.364627551189709,5.18958576260773,2.10762415459222e-07,5.06434227969411e-06
"PLAC9|219348",1079.62237043876,2.30002248623987,0.443293618371996,5.18848544377144,2.12011330561876e-07,5.0880079094121e-06
"LRRTM2|26045",133.748180069357,2.15773596812557,0.416528283244341,5.18028680146027,2.21545007926623e-07,5.3101913529278e-06
"GPM6B|2824",2308.46264771299,1.90631689145217,0.368322930043104,5.17566715498564,2.27098003611086e-07,5.43652872992453e-06
"AIM2|9447",98.8176754308377,-2.20763894546191,0.426587654375177,-5.17511213186757,2.27774143724331e-07,5.44594978127988e-06
"C7orf51|222950",89.6004050836042,2.2516045386281,0.435308859741617,5.17242984662562,2.31069264886337e-07,5.5178882324964e-06
